,goal combination,count,pick count
2801,"['All 5 Skulltulas in Water Temple', 'Both HPs in Death Mountain Crater', 'Map & Compass in Fire Temple', 'Nayrus Love']",1,1
2802,"['All 5 Skulltulas in Water Temple', 'Fairy Bow', 'Map & Compass in Fire Temple', 'Nayrus Love']",1,1
2803,"['Both HPs in Death Mountain Crater', 'Fairy Bow', 'Map & Compass in Fire Temple', 'Nayrus Love']",1,1
2804,"['All 5 Skulltulas in Water Temple', 'Both HPs in Death Mountain Crater', 'Fairy Bow', 'Nayrus Love']",1,1
2805,"['All 5 Skulltulas in Water Temple', 'Both HPs in Death Mountain Crater', 'Fairy Bow', 'Map & Compass in Fire Temple']",1,1
2806,"['3 Swords & 3 Tunics', '7 Hearts', 'Both HPs in Death Mountain Crater', 'Free all 9 Gorons in Fire Temple']",1,1
2807,"['1 Skulltula from each Adult Dungeon', 'Both HPs in Death Mountain Crater', 'Free all 9 Gorons in Fire Temple']",1,1
2808,"['3 Swords & 3 Tunics', '7 Hearts', 'Free all 9 Gorons in Fire Temple']",1,1
2809,"['3 Swords & 3 Tunics', 'Both HPs in Death Mountain Crater', 'Free all 9 Gorons in Fire Temple']",1,1
2810,"['3 Swords & 3 Tunics', '7 Hearts', 'Both HPs in Death Mountain Crater']",1,1
2811,"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Tunics', '7 Hearts']",1,1
2812,"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Tunics', 'Free all 9 Gorons in Fire Temple']",1,1
2813,"['Both HPs in Death Mountain Crater', 'Free all 9 Gorons in Fire Temple']",1,1
2814,"['Both HPs in Death Mountain Crater', 'Map & Compass in Fire Temple']",1,1
2815,"['All 5 Skulltulas in Water Temple', 'Both HPs in Death Mountain Crater']",1,1
2816,"['Fairy Bow', 'Map & Compass in Fire Temple']",1,1
2817,"['3 Swords & 3 Tunics', 'Free all 9 Gorons in Fire Temple']",1,1
2818,"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Tunics', '7 Hearts', 'Both HPs in Death Mountain Crater', 'Free all 9 Gorons in Fire Temple']",1,1
2819,"['5 Maps', '8 Hearts (no duping)', 'Beat the Spirit Temple', 'Giants Knife']",1,2
2820,"['5 Maps', '8 Hearts (no duping)', '9 Songs', 'Giants Knife']",1,2
2821,"['5 Maps', '9 Songs', 'Beat the Spirit Temple', 'Giants Knife']",1,2
2822,"['3 Shields & 3 Boots', '30 Different Skulltulas', '5 Hearts', 'Both Gerudos Fortress area Skulltulas', 'Map & Compass in Forest Temple']",1,1
2823,"['5 Maps', 'Giants Knife']",1,2
2824,"['5 Maps', '9 Songs', 'Giants Knife']",1,2
2825,"['5 Maps', 'Beat the Spirit Temple', 'Giants Knife']",1,2
2826,"['5 Maps', '8 Hearts (no duping)', 'Giants Knife']",1,2
2827,"['5 Maps', '8 Hearts (no duping)', '9 Songs', 'Beat the Spirit Temple', 'Giants Knife']",1,2
2828,"['1 Skulltula from each Child Dungeon', 'Defeat Twinrova', 'Defeat a Skull Kid']",1,1
2829,"['1 Skulltula from each Child Dungeon', 'Beat the Fire Temple', 'Defeat a Skull Kid']",1,1
2830,"['1 Skulltula from each Child Dungeon', 'Beat the Fire Temple', 'Fairy Bow']",1,1
2831,"['1 Skulltula from each Child Dungeon', 'Defeat Twinrova', 'Fairy Bow']",1,1
2832,"['1 Skulltula from each Child Dungeon', 'Defeat a Skull Kid', 'Fairy Bow']",1,1
2833,"['Defeat Twinrova', 'Defeat a Skull Kid', 'Fairy Bow']",1,1
2834,"['Beat the Deku Tree', 'Beat the Water Temple', 'Fairy Bow']",1,1
2835,"['Beat the Deku Tree', 'Fairy Bow', 'Fire Medallion']",1,1
2836,"['Beat the Deku Tree', 'Beat the Water Temple', 'Fire Medallion']",1,1
2837,"['Beat the Fire Temple', 'Defeat Twinrova', 'Defeat a Skull Kid']",1,1
2838,"['Beat the Fire Temple', 'Defeat a Skull Kid', 'Fairy Bow']",1,1
2839,"['Beat the Fire Temple', 'Defeat Twinrova', 'Fairy Bow']",1,1
2840,"['Defeat a Skull Kid', 'Fairy Bow']",1,1
2841,"['Beat the Deku Tree', 'Fairy Bow']",1,1
2842,"['1 Skulltula from each Child Dungeon', 'Fairy Bow']",1,1
2843,"['1 Skulltula from each Child Dungeon', 'Defeat a Skull Kid']",1,1
2844,"['All 3 Elemental Arrows', 'Beat the Water Temple', 'Fire Medallion']",1,1
2845,"['All 3 Elemental Arrows', 'Beat the Water Temple', 'Fairy Bow']",1,1
2846,"['All 3 Elemental Arrows', 'Fairy Bow', 'Fire Medallion']",1,1
2847,"['All 3 Elemental Arrows', 'Beat the Deku Tree', 'Beat the Water Temple']",1,1
2848,"['All 3 Elemental Arrows', 'Beat the Deku Tree', 'Fairy Bow']",1,1
2849,"['Beat the Deku Tree', 'Beat the Water Temple', 'Fairy Bow', 'Fire Medallion']",1,1
2850,"['Beat the Fire Temple', 'Defeat Twinrova', 'Defeat a Skull Kid', 'Fairy Bow']",1,1
2851,"['All 3 Elemental Arrows', 'Beat the Water Temple', 'Fairy Bow', 'Fire Medallion']",1,1
2852,"['All 3 Elemental Arrows', 'Beat the Deku Tree', 'Beat the Water Temple', 'Fire Medallion']",1,1
2853,"['All 3 Elemental Arrows', 'Beat the Deku Tree', 'Beat the Water Temple', 'Fairy Bow']",1,1
2854,"['All 3 Elemental Arrows', 'Beat the Deku Tree', 'Fairy Bow', 'Fire Medallion']",1,1
2855,"['1 Skulltula from each Child Dungeon', 'Defeat Twinrova', 'Defeat a Skull Kid', 'Fairy Bow']",1,1
2856,"['1 Skulltula from each Child Dungeon', 'Beat the Fire Temple', 'Defeat Twinrova', 'Defeat a Skull Kid']",1,1
2857,"['1 Skulltula from each Child Dungeon', 'Beat the Fire Temple', 'Defeat Twinrova', 'Fairy Bow']",1,1
2858,"['1 Skulltula from each Child Dungeon', 'Beat the Fire Temple', 'Defeat a Skull Kid', 'Fairy Bow']",1,1
2859,"['3 Skulltulas in Water Temple', 'Both Hyrule Field area Skulltulas', 'Nayrus Love']",1,1
2860,"['Both Hyrule Field area Skulltulas', 'Both Rusty Switches in Spirit Temple', 'Nayrus Love']",1,1
2861,"['All 5 Skulltulas in Water Temple', 'Both HPs in Death Mountain Crater', 'Fairy Bow', 'Map & Compass in Fire Temple', 'Nayrus Love']",1,1
2862,"['3 Lake Hylia Skulltulas', '3 Skulltulas in Water Temple', 'Nayrus Love']",1,1
2863,"['3 Lake Hylia Skulltulas', '3 Skulltulas in Water Temple', 'Both Hyrule Field area Skulltulas']",1,1
2864,"['3 Lake Hylia Skulltulas', '3 Skulltulas in Water Temple', 'Both Rusty Switches in Spirit Temple']",1,1
2865,"['3 Lake Hylia Skulltulas', '3 Skulltulas in Water Temple']",1,1
2866,"['3 Lake Hylia Skulltulas', 'Both Hyrule Field area Skulltulas', 'Nayrus Love']",1,1
2867,"['3 Lake Hylia Skulltulas', 'Both Hyrule Field area Skulltulas', 'Both Rusty Switches in Spirit Temple', 'Nayrus Love']",1,1
2868,"['3 Skulltulas in Water Temple', 'Both Hyrule Field area Skulltulas', 'Both Rusty Switches in Spirit Temple', 'Nayrus Love']",1,1
2869,"['3 Lake Hylia Skulltulas', '3 Skulltulas in Water Temple', 'Both Rusty Switches in Spirit Temple', 'Nayrus Love']",1,1
2870,"['3 Lake Hylia Skulltulas', '3 Skulltulas in Water Temple', 'Both Hyrule Field area Skulltulas', 'Both Rusty Switches in Spirit Temple']",1,1
2871,"['3 Lake Hylia Skulltulas', '3 Skulltulas in Water Temple', 'Both Hyrule Field area Skulltulas', 'Nayrus Love']",1,1
2872,"['3 Lake Hylia Skulltulas', '3 Skulltulas in Water Temple', 'Both Hyrule Field area Skulltulas', 'Both Rusty Switches in Spirit Temple', 'Nayrus Love']",1,1
2873,"['1 Skulltula from each Adult Dungeon', 'Cow in House', 'Free all 9 Gorons in Fire Temple', 'Shadow Temple Boss Key']",1,1
2874,"['3 Swords & 3 Boots', 'Beat the Spirit Temple', 'Dins Fire', 'Shadow Temple Boss Key']",1,1
2875,"['Beat the Spirit Temple', 'Dins Fire', 'Fire Temple Boss Key', 'Shadow Temple Boss Key']",1,1
2876,"['3 Swords & 3 Boots', 'Dins Fire', 'Fire Temple Boss Key', 'Shadow Temple Boss Key']",1,1
2877,"['3 Swords & 3 Boots', 'Beat the Spirit Temple', 'Dins Fire', 'Fire Temple Boss Key']",1,1
2878,"['1 Skulltula from each Adult Dungeon', 'Cow in House', 'Defeat Queen Gohma', 'Free all 9 Gorons in Fire Temple', 'Shadow Temple Boss Key']",1,1
2879,"['3 Swords & 3 Boots', 'Beat the Spirit Temple', 'Dins Fire', 'Fire Temple Boss Key', 'Shadow Temple Boss Key']",1,1
2880,"['All 3 Elemental Arrows', 'Defeat Meg (purple Poe)', 'Lon Lon Ranch HP', 'Nayrus Love']",1,1
2881,"['15 Different Skulltulas', '3 Skulltulas in Water Temple', 'All 5 Skulltulas in Shadow Temple', 'Defeat Twinrova', 'Lon Lon Ranch HP']",1,1
2882,"['Cow in House', 'Defeat Queen Gohma', 'Free all 9 Gorons in Fire Temple', 'Shadow Temple Boss Key']",1,1
2883,"['1 Skulltula from each Adult Dungeon', 'Defeat Queen Gohma', 'Free all 9 Gorons in Fire Temple', 'Shadow Temple Boss Key']",1,1
2884,"['1 Skulltula from each Adult Dungeon', 'Cow in House', 'Defeat Queen Gohma', 'Free all 9 Gorons in Fire Temple']",1,1
2885,"['1 Skulltula from each Adult Dungeon', 'Cow in House', 'Defeat Queen Gohma', 'Shadow Temple Boss Key']",1,1
2886,"['3 Swords & 3 Boots', 'Dins Fire', 'Fire Temple Boss Key']",1,1
2887,"['Dins Fire', 'Fire Temple Boss Key', 'Shadow Temple Boss Key']",1,1
2888,"['1 Skulltula from each Adult Dungeon', 'Cow in House', 'Shadow Temple Boss Key']",1,1
2889,"['Cow in House', 'Free all 9 Gorons in Fire Temple', 'Shadow Temple Boss Key']",1,1
2890,"['1 Skulltula from each Adult Dungeon', 'Cow in House', 'Free all 9 Gorons in Fire Temple']",1,1
2891,"['3 Swords & 3 Boots', 'Dins Fire', 'Shadow Temple Boss Key']",1,1
2892,"['1 Skulltula from each Adult Dungeon', 'Cow in House', 'Defeat Queen Gohma']",1,1
2893,"['1 Skulltula from each Adult Dungeon', 'Defeat Queen Gohma', 'Shadow Temple Boss Key']",1,1
2894,"['Cow in House', 'Defeat Queen Gohma', 'Shadow Temple Boss Key']",1,1
2895,"['Defeat Queen Gohma', 'Shadow Temple Boss Key']",1,1
2896,"['Defeat Queen Gohma', 'Free all 9 Gorons in Fire Temple']",1,1
2897,"['Cow in House', 'Shadow Temple Boss Key']",1,1
2898,"['Defeat Queen Gohma', 'Free all 9 Gorons in Fire Temple', 'Shadow Temple Boss Key']",1,1
2899,"['1 Skulltula from each Adult Dungeon', 'Defeat Queen Gohma', 'Free all 9 Gorons in Fire Temple']",1,1
2900,"['Cow in House', 'Defeat Queen Gohma', 'Free all 9 Gorons in Fire Temple']",1,1
2901,"['All 3 Elemental Arrows', 'All 3 Kokiri Forest area Skulltulas', 'Defeat Meg (purple Poe)', 'Lon Lon Ranch HP', 'Nayrus Love']",1,1
2902,"['3 Shields & 3 Boots', '5 Hearts', 'Both Gerudos Fortress area Skulltulas', 'Map & Compass in Forest Temple']",1,1
2903,"['3 Shields & 3 Boots', '30 Different Skulltulas', 'Both Gerudos Fortress area Skulltulas', 'Map & Compass in Forest Temple']",1,1
2904,"['3 Shields & 3 Boots', '30 Different Skulltulas', '5 Hearts', 'Map & Compass in Forest Temple']",1,1
2905,"['3 Shields & 3 Boots', '30 Different Skulltulas', '5 Hearts', 'Both Gerudos Fortress area Skulltulas']",1,1
2906,"['4 Unused Keys in Gerudo Training Grounds', '8 Hearts (no duping)', 'Fire Arrows', 'Map & Compass in Deku Tree', 'Open All 6 Gold Rupee Chests']",1,1
2907,"['3 Shields & 3 Boots', '30 Different Skulltulas', 'Map & Compass in Forest Temple']",1,1
2908,"['8 Hearts (no duping)', 'Fire Arrows', 'Map & Compass in Deku Tree', 'Open All 6 Gold Rupee Chests']",1,1
2909,"['4 Unused Keys in Gerudo Training Grounds', '8 Hearts (no duping)', 'Fire Arrows', 'Map & Compass in Deku Tree']",1,1
2910,"['4 Unused Keys in Gerudo Training Grounds', '8 Hearts (no duping)', 'Map & Compass in Deku Tree', 'Open All 6 Gold Rupee Chests']",1,1
2911,"['3 Shields & 3 Boots', 'Both Gerudos Fortress area Skulltulas', 'Map & Compass in Forest Temple']",1,1
2912,"['3 Shields & 3 Boots', '5 Hearts', 'Both Gerudos Fortress area Skulltulas']",1,1
2913,"['4 Unused Keys in Gerudo Training Grounds', '8 Hearts (no duping)', 'Fire Arrows']",1,1
2914,"['4 Unused Keys in Gerudo Training Grounds', '8 Hearts (no duping)', 'Open All 6 Gold Rupee Chests']",1,1
2915,"['Fire Arrows', 'Map & Compass in Deku Tree', 'Open All 6 Gold Rupee Chests']",1,1
2916,"['4 Unused Keys in Gerudo Training Grounds', 'Fire Arrows', 'Map & Compass in Deku Tree']",1,1
2917,"['8 Hearts (no duping)', 'Map & Compass in Deku Tree', 'Open All 6 Gold Rupee Chests']",1,1
2918,"['4 Unused Keys in Gerudo Training Grounds', '8 Hearts (no duping)', 'Map & Compass in Deku Tree']",1,1
2919,"['8 Hearts (no duping)', 'Fire Arrows', 'Map & Compass in Deku Tree']",1,1
2920,"['Map & Compass in Deku Tree', 'Open All 6 Gold Rupee Chests']",1,1
2921,"['4 Unused Keys in Gerudo Training Grounds', 'Map & Compass in Deku Tree']",1,1
2922,"['Fire Arrows', 'Map & Compass in Deku Tree']",1,1
2923,"['4 Unused Keys in Gerudo Training Grounds', 'Fire Arrows']",1,1
2924,"['4 Unused Keys in Gerudo Training Grounds', 'Map & Compass in Deku Tree', 'Open All 6 Gold Rupee Chests']",1,1
2925,"['4 Unused Keys in Gerudo Training Grounds', 'Fire Arrows', 'Open All 6 Gold Rupee Chests']",1,1
2926,"['4 Unused Keys in Gerudo Training Grounds', '8 Hearts (no duping)', 'Fire Arrows', 'Open All 6 Gold Rupee Chests']",1,1
2927,"['4 Unused Keys in Gerudo Training Grounds', 'Fire Arrows', 'Map & Compass in Deku Tree', 'Open All 6 Gold Rupee Chests']",1,1
2928,"['All 5 Skulltulas in Fire Temple', 'Bottled Fairy', 'Obtain all 5 Small Keys in Shadow Temple', 'Water Medallion']",1,1
2929,"['7 Compasses', 'Bottled Fairy', 'Obtain all 5 Small Keys in Shadow Temple', 'Water Medallion']",1,1
2930,"['7 Compasses', 'All 5 Skulltulas in Fire Temple', 'Bottled Fairy', 'Obtain all 5 Small Keys in Shadow Temple']",1,1
2931,"['7 Compasses', 'All 5 Skulltulas in Fire Temple', 'Obtain all 5 Small Keys in Shadow Temple', 'Water Medallion']",1,1
2932,"['5 Unused Keys in Gerudo Training Grounds', '5 Zora area HPs', '7 Compasses', 'Open 3 Gold Rupee Chests', 'Spirit Temple Boss Key']",1,1
2933,"['5 Unused Keys in Gerudo Training Grounds', '5 Zora area HPs', '7 Compasses', 'Open 3 Gold Rupee Chests']",1,1
2934,"['5 Zora area HPs', '7 Compasses', 'Open 3 Gold Rupee Chests', 'Spirit Temple Boss Key']",1,1
2935,"['5 Unused Keys in Gerudo Training Grounds', '5 Zora area HPs', 'Open 3 Gold Rupee Chests', 'Spirit Temple Boss Key']",1,1
2936,"['5 Unused Keys in Gerudo Training Grounds', '7 Compasses', 'Open 3 Gold Rupee Chests', 'Spirit Temple Boss Key']",1,1
2937,"['5 Unused Keys in Gerudo Training Grounds', '5 Zora area HPs', '7 Compasses']",1,1
2938,"['7 Compasses', 'Obtain all 5 Small Keys in Shadow Temple', 'Water Medallion']",1,1
2939,"['All 5 Skulltulas in Fire Temple', 'Bottled Fairy', 'Obtain all 5 Small Keys in Shadow Temple']",1,1
2940,"['All 5 Skulltulas in Fire Temple', 'Obtain all 5 Small Keys in Shadow Temple', 'Water Medallion']",1,1
2941,"['Bottled Fairy', 'Obtain all 5 Small Keys in Shadow Temple', 'Water Medallion']",1,1
2942,"['5 Unused Keys in Gerudo Training Grounds', '5 Zora area HPs', '7 Compasses', 'Spirit Temple Boss Key']",1,1
2943,"['1 Skulltula from each Adult Dungeon', '5 Unused Keys in Gerudo Training Grounds', 'All 5 Skulltulas in Water Temple', 'Defeat a Skull Kid', 'Map & Compass in Fire Temple']",1,1
2944,"['5 Unused Keys in Gerudo Training Grounds', '5 Zora area HPs', 'Spirit Temple Boss Key']",1,1
2945,"['5 Unused Keys in Gerudo Training Grounds', '7 Compasses', 'Spirit Temple Boss Key']",1,1
2946,"['5 Unused Keys in Gerudo Training Grounds', '5 Zora area HPs', 'Open 3 Gold Rupee Chests']",1,1
2947,"['5 Unused Keys in Gerudo Training Grounds', 'Open 3 Gold Rupee Chests', 'Spirit Temple Boss Key']",1,1
2948,"['5 Zora area HPs', 'Open 3 Gold Rupee Chests', 'Spirit Temple Boss Key']",1,1
2949,"['7 Compasses', 'Open 3 Gold Rupee Chests', 'Spirit Temple Boss Key']",1,1
2950,"['Open 3 Gold Rupee Chests', 'Spirit Temple Boss Key']",1,1
2951,"['7 Compasses', 'All 5 Skulltulas in Fire Temple', 'Bottled Fairy', 'Obtain all 5 Small Keys in Shadow Temple', 'Water Medallion']",1,1
2952,"['1 Skulltula from each Adult Dungeon', '5 Unused Keys in Gerudo Training Grounds', 'Defeat a Skull Kid', 'Map & Compass in Fire Temple']",1,1
2953,"['5 Unused Keys in Gerudo Training Grounds', '5 Zora area HPs', 'Beat the Deku Tree', 'Defeat Volvagia']",1,1
2954,"['5 Unused Keys in Gerudo Training Grounds', 'All 5 Skulltulas in Water Temple', 'Defeat a Skull Kid', 'Map & Compass in Fire Temple']",1,1
2955,"['1 Skulltula from each Adult Dungeon', 'All 5 Skulltulas in Water Temple', 'Defeat a Skull Kid', 'Map & Compass in Fire Temple']",1,1
2956,"['1 Skulltula from each Adult Dungeon', '5 Unused Keys in Gerudo Training Grounds', 'All 5 Skulltulas in Water Temple', 'Defeat a Skull Kid']",1,1
2957,"['1 Skulltula from each Adult Dungeon', '5 Unused Keys in Gerudo Training Grounds', 'All 5 Skulltulas in Water Temple', 'Map & Compass in Fire Temple']",1,1
2958,"['5 Unused Keys in Gerudo Training Grounds', '5 Zora area HPs', 'Defeat Volvagia']",1,1
2959,"['5 Unused Keys in Gerudo Training Grounds', 'Beat the Deku Tree', 'Defeat Volvagia']",1,1
2960,"['5 Zora area HPs', 'Beat the Deku Tree', 'Defeat Volvagia']",1,1
2961,"['5 Unused Keys in Gerudo Training Grounds', 'All 5 Skulltulas in Water Temple', 'Map & Compass in Fire Temple']",1,1
2962,"['1 Skulltula from each Adult Dungeon', '5 Unused Keys in Gerudo Training Grounds', 'All 5 Skulltulas in Water Temple']",1,1
2963,"['5 Unused Keys in Gerudo Training Grounds', 'All 5 Skulltulas in Water Temple', 'Defeat a Skull Kid']",1,1
2964,"['1 Skulltula from each Adult Dungeon', 'All 5 Skulltulas in Water Temple', 'Defeat a Skull Kid']",1,1
2965,"['1 Skulltula from each Adult Dungeon', '5 Unused Keys in Gerudo Training Grounds', 'Map & Compass in Fire Temple']",1,1
2966,"['5 Unused Keys in Gerudo Training Grounds', 'Defeat a Skull Kid', 'Map & Compass in Fire Temple']",1,1
2967,"['1 Skulltula from each Adult Dungeon', 'Defeat a Skull Kid', 'Map & Compass in Fire Temple']",1,1
2968,"['5 Unused Keys in Gerudo Training Grounds', '5 Zora area HPs', 'Beat the Deku Tree']",1,1
2969,"['5 Unused Keys in Gerudo Training Grounds', 'Map & Compass in Fire Temple']",1,1
2970,"['5 Zora area HPs', '9 Hearts (no duping)', 'Beat the Deku Tree']",1,1
2971,"['9 Hearts (no duping)', 'Beat the Deku Tree', 'Defeat Volvagia']",1,1
2972,"['5 Unused Keys in Gerudo Training Grounds', '9 Hearts (no duping)', 'Defeat Volvagia']",1,1
2973,"['5 Unused Keys in Gerudo Training Grounds', '5 Zora area HPs', '9 Hearts (no duping)']",1,1
2974,"['5 Unused Keys in Gerudo Training Grounds', '5 Zora area HPs', '9 Hearts (no duping)', 'Defeat Volvagia']",1,1
2975,"['5 Unused Keys in Gerudo Training Grounds', '9 Hearts (no duping)', 'Beat the Deku Tree', 'Defeat Volvagia']",1,1
2976,"['5 Zora area HPs', '9 Hearts (no duping)', 'Beat the Deku Tree', 'Defeat Volvagia']",1,1
2977,"['5 Unused Keys in Gerudo Training Grounds', '5 Zora area HPs', '9 Hearts (no duping)', 'Beat the Deku Tree']",1,1
2978,"['5 Unused Keys in Gerudo Training Grounds', '5 Zora area HPs', '9 Hearts (no duping)', 'Beat the Deku Tree', 'Defeat Volvagia']",1,1
2979,"['Requiem of Spirit', 'Shadow Temple Boss Key', 'Silver Scale']",1,1
2980,"['Defeat Volvagia', 'Shadow Temple Boss Key', 'Silver Scale']",1,1
2981,"['9 Hearts (no duping)', 'Requiem of Spirit', 'Shadow Temple Boss Key']",1,1
2982,"['9 Hearts (no duping)', 'Shadow Temple Boss Key', 'Silver Scale']",1,1
2983,"['Defeat Volvagia', 'Requiem of Spirit', 'Shadow Temple Boss Key']",1,1
2984,"['Requiem of Spirit', 'Shadow Temple Boss Key']",1,1
2985,"['Exactly 20 Deku Sticks', 'Requiem of Spirit']",1,1
2986,"['Requiem of Spirit', 'Silver Scale']",1,1
2987,"['9 Hearts (no duping)', 'Defeat Volvagia', 'Shadow Temple Boss Key', 'Silver Scale']",1,1
2988,"['9 Hearts (no duping)', 'Requiem of Spirit', 'Shadow Temple Boss Key', 'Silver Scale']",1,1
2989,"['9 Hearts (no duping)', 'Requiem of Spirit', 'Silver Scale']",1,1
2990,"['9 Hearts (no duping)', 'Defeat Volvagia', 'Requiem of Spirit']",1,1
2991,"['Exactly 20 Deku Sticks', 'Megaton Hammer', 'Requiem of Spirit']",1,1
2992,"['Defeat Meg (purple Poe)', 'Megaton Hammer', 'Requiem of Spirit']",1,1
2993,"['Defeat Meg (purple Poe)', 'Exactly 20 Deku Sticks', 'Requiem of Spirit']",1,1
2994,"['3 Swords, Tunics, Boots, and Shields', 'Exactly 20 Deku Sticks', 'Requiem of Spirit']",1,1
2995,"['3 Swords, Tunics, Boots, and Shields', 'Megaton Hammer', 'Requiem of Spirit']",1,1
2996,"['Defeat Volvagia', 'Requiem of Spirit', 'Silver Scale']",1,1
2997,"['9 Hearts (no duping)', 'Defeat Volvagia', 'Requiem of Spirit', 'Shadow Temple Boss Key']",1,1
2998,"['Defeat Volvagia', 'Requiem of Spirit', 'Shadow Temple Boss Key', 'Silver Scale']",1,1
2999,"['9 Hearts (no duping)', 'Defeat Volvagia', 'Requiem of Spirit', 'Silver Scale']",1,1
3000,"['3 Swords, Tunics, Boots, and Shields', 'Exactly 20 Deku Sticks', 'Megaton Hammer', 'Requiem of Spirit']",1,1
3001,"['3 Swords, Tunics, Boots, and Shields', 'Defeat Meg (purple Poe)', 'Megaton Hammer', 'Requiem of Spirit']",1,1
3002,"['Defeat Meg (purple Poe)', 'Exactly 20 Deku Sticks', 'Megaton Hammer', 'Requiem of Spirit']",1,1
3003,"['3 Swords, Tunics, Boots, and Shields', 'Defeat Meg (purple Poe)', 'Exactly 20 Deku Sticks', 'Requiem of Spirit']",1,1
3004,"['9 Hearts (no duping)', 'Defeat Volvagia', 'Requiem of Spirit', 'Shadow Temple Boss Key', 'Silver Scale']",1,1
3005,"['15 Different Skulltulas', '7 Hearts', 'Open 3 Boss Key Doors', 'Open 3 Gold Rupee Chests']",1,1
3006,"['15 Different Skulltulas', '3 Swords, Tunics, Boots, and Shields', '7 Hearts', 'Open 3 Gold Rupee Chests']",1,1
3007,"['15 Different Skulltulas', '5 Zora area HPs', 'Goron Tunic', 'Two Fairy Spells']",1,1
3008,"['15 Different Skulltulas', 'Clear 10 Silver Rupee Rooms', 'Goron Tunic', 'Two Fairy Spells']",1,1
3009,"['3 Swords, Tunics, Boots, and Shields', '7 Hearts', 'Open 3 Boss Key Doors', 'Open 3 Gold Rupee Chests']",1,1
3010,"['15 Different Skulltulas', '3 Swords, Tunics, Boots, and Shields', 'Open 3 Boss Key Doors', 'Open 3 Gold Rupee Chests']",1,1
3011,"['15 Different Skulltulas', '3 Swords, Tunics, Boots, and Shields', '7 Hearts', 'Open 3 Boss Key Doors']",1,1
3012,"['Defeat a Skull Kid', 'Get to the end of Spirit Trial']",1,1
3013,"['3 Swords & 3 Boots', 'Get to the end of Spirit Trial', 'Obtain all 5 Small Keys in Forest Temple']",1,1
3014,"['3 Swords & 3 Boots', '30 Different Skulltulas', 'Get to the end of Spirit Trial']",1,1
3015,"['3 Swords & 3 Boots', '30 Different Skulltulas', 'Obtain all 5 Small Keys in Forest Temple']",1,1
3016,"['Defeat a Skull Kid', 'Get to the end of Spirit Trial', 'Obtain all 5 Small Keys in Forest Temple']",1,1
3017,"['30 Different Skulltulas', 'Defeat a Skull Kid', 'Get to the end of Spirit Trial']",1,1
3018,"['3 Swords & 3 Boots', 'Defeat a Skull Kid', 'Get to the end of Spirit Trial']",1,1
3019,"['30 Different Skulltulas', 'Defeat a Skull Kid', 'Obtain all 5 Small Keys in Forest Temple']",1,1
3020,"['3 Swords & 3 Boots', 'Defeat a Skull Kid', 'Obtain all 5 Small Keys in Forest Temple']",1,1
3021,"['3 Swords & 3 Boots', '30 Different Skulltulas', 'Defeat a Skull Kid']",1,1
3022,"['3 Swords & 3 Boots', '30 Different Skulltulas', 'Defeat a Skull Kid', 'Obtain all 5 Small Keys in Forest Temple']",1,1
3023,"['3 Swords & 3 Boots', 'Defeat a Skull Kid', 'Get to the end of Spirit Trial', 'Obtain all 5 Small Keys in Forest Temple']",1,1
3024,"['3 Swords & 3 Boots', '30 Different Skulltulas', 'Defeat a Skull Kid', 'Get to the end of Spirit Trial']",1,1
3025,"['30 Different Skulltulas', 'Defeat a Skull Kid', 'Get to the end of Spirit Trial', 'Obtain all 5 Small Keys in Forest Temple']",1,1
3026,"['15 Different Skulltulas', '3 Swords, Tunics, Boots, and Shields', '7 Hearts', 'Open 3 Boss Key Doors', 'Open 3 Gold Rupee Chests']",1,1
3027,"['15 Different Skulltulas', '5 Zora area HPs', 'Clear 10 Silver Rupee Rooms', 'Goron Tunic', 'Two Fairy Spells']",1,1
3028,"['All 5 Lake Hylia Skulltulas', 'Lon Lon Ranch HP', 'Open All 6 Gold Rupee Chests', 'Silver Gauntlets']",1,1
3029,"['All 5 Lake Hylia Skulltulas', 'Defeat Morpha', 'Lon Lon Ranch HP', 'Silver Gauntlets']",1,1
3030,"['All 5 Lake Hylia Skulltulas', 'Defeat Morpha', 'Lon Lon Ranch HP', 'Open All 6 Gold Rupee Chests']",1,1
3031,"['Defeat Morpha', 'Lon Lon Ranch HP', 'Open All 6 Gold Rupee Chests', 'Silver Gauntlets']",1,1
3032,"['All 5 Lake Hylia Skulltulas', 'Defeat Morpha', 'Open All 6 Gold Rupee Chests', 'Silver Gauntlets']",1,1
3033,"['5 Zora area HPs', 'Goron Tunic']",1,1
3034,"['15 Different Skulltulas', 'Clear 10 Silver Rupee Rooms']",1,1
3035,"['15 Different Skulltulas', 'Goron Tunic']",1,1
3036,"['15 Different Skulltulas', '7 Hearts']",1,1
3037,"['15 Different Skulltulas', 'Open 3 Boss Key Doors']",1,1
3038,"['All 5 Lake Hylia Skulltulas', 'Defeat Morpha', 'Lon Lon Ranch HP', 'Open All 6 Gold Rupee Chests', 'Silver Gauntlets']",1,1
3039,"['5 Zora area HPs', 'Clear 10 Silver Rupee Rooms', 'Goron Tunic', 'Two Fairy Spells']",1,1
3040,"['15 Different Skulltulas', '5 Zora area HPs', 'Clear 10 Silver Rupee Rooms', 'Two Fairy Spells']",1,1
